artist,track,mean_rank,occurence,top10_occurence,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track_id,track_pop
KIDS SEE GHOSTS,Fire,67.0,1,0,,,,,,,,,,,,2018-06-20,,,,,,
KIDS SEE GHOSTS,"Freeee (Ghost Town, Pt. 2)",62.0,1,0,,,,,,,,,,,,2018-06-20,,,,,,
KIDS SEE GHOSTS,KIDS SEE GHOSTS,73.0,1,0,,,,,,,,,,,,2018-06-20,,,,,,
KIDS SEE GHOSTS,Reborn,65.0,2,0,152507.0,"hip hop,pop rap,rap",0.72,2hPgGN4uhvXAxiXQBIXOmE,324.67424,0.0,0.0,0.419,-7.499,1.0,0.553,2018-06-27,320.85333,100.051,4.0,0.984,4RVbK6cV0VqWdpCDcx3hiT,75.0
KIDS SEE GHOSTS Featuring Louis Prima,4th Dimension,42.0,1,0,,,,,,,,,,,,2018-06-20,,,,,,
KYLE Featuring Lil Yachty,iSpy,32.5,6,0,650094.0,"hip hop,pop,pop rap,rap",0.77,4qBgvVog0wzW75IQ48mU7v,253.10676,2.66449,7.0,0.558,-6.745,1.0,0.594,2017-08-02,242.63111,75.016,4.0,1.0,2EEeOnHehOozLq4aS0n6SL,76.0
Kane Brown,Found You,80.0,1,0,,,,,,,,,,,,2017-09-27,,,,,,
Kane Brown,Heaven,42.0,27,0,1074481.0,"contemporary country,country road",0.79,3oSJ7TBVCWMDMiYjXNiCKE,179.50667,0.18576,9.0,0.309,-6.544,1.0,0.423,2018-07-04,168.43755,80.009,4.0,0.893,1HXy5I3HTWq8OvxCn0z7G7,78.0
Kane Brown,Lose It,68.73684210526316,19,0,1074481.0,"contemporary country,country road",0.79,3oSJ7TBVCWMDMiYjXNiCKE,178.73293,0.0,4.0,0.456,-4.905,0.0,0.391,2018-11-28,173.36599,91.988,4.0,0.937,6GBndDk0OEpDkmKoSBJyyK,76.0
Kane Brown Featuring Lauren Alaina,What Ifs,49.26086956521739,23,0,1074481.0,"contemporary country,country road",0.79,3oSJ7TBVCWMDMiYjXNiCKE,188.25333,0.24531,10.0,0.182,-4.603,1.0,0.371,2017-11-29,183.71628,125.976,4.0,1.0,7zVCrzzEJU7u24sbJPXA5W,76.0
Kanye West,All Mine,64.0,9,0,8794820.0,"pop rap,rap",0.92,5K4W6rqBFWDnAN6FQUkS6x,145.50667,0.0,11.0,0.713,-6.531,0.0,0.642,2018-08-08,141.39211,121.927,4.0,1.0,3U21A07gAloCc4P7J8rxcn,74.0
Kanye West,I Thought About Killing You,28.0,1,0,,,,,,,,,,,,2018-06-13,,,,,,
Kanye West,No Mistakes,36.0,1,0,,,,,,,,,,,,2018-06-13,,,,,,
Kanye West,Violent Crimes,56.0,2,0,,,,,,,,,,,,2018-06-20,,,,,,
Kanye West,Yikes,56.8,5,1,,,,,,,,,,,,2018-07-11,,,,,,
Kanye West & Lil Pump,I Love It,33.72727272727273,11,3,,,,,,,,,,,,,,,,,,
Kanye West Featuring PARTYNEXTDOOR,Ghost Town,38.0,2,0,,,,,,,,,,,,2018-06-20,,,,,,
Kanye West Featuring PARTYNEXTDOOR,Wouldn't Leave,58.0,2,0,,,,,,,,,,,,2018-06-20,,,,,,
Kanye West Featuring T.I.,Ye vs The People,85.0,1,0,8794819.0,"pop rap,rap",0.92,5K4W6rqBFWDnAN6FQUkS6x,202.64141,0.0,1.0,0.265,-1.881,1.0,0.276,2018-05-09,199.26785,79.973,4.0,0.932,69b0SDYOymaqYwm3la237H,53.0
Katy Perry Featuring Migos,Bon Appetit,85.0,1,0,11632072.0,"dance pop,pop,post-teen pop",0.83,6jJ0s89eD6GaHleKKya26X,227.81333,0.31937,6.0,0.667,-5.834,1.0,0.607,2017-06-28,218.82485,106.031,4.0,1.0,4rHmKlFRiFzabiVO6e9w2e,69.0
Katy Perry Featuring Nicki Minaj,Swish Swish,74.0,7,0,,,,,,,,,,,,2017-09-27,,,,,,
Keala Settle & The Greatest Showman Ensemble,This Is Me,76.57142857142857,14,0,,,,,,,,,,,,,,,,,,
Keith Urban,Female,92.83333333333333,6,0,2789909.0,"australian country,contemporary country,country,country road",0.75,0u2FHSq3ln94y5Q57xazwf,195.31669,0.22662,8.0,0.03,-8.781,0.0,0.273,2018-02-28,186.90902,85.019,5.0,0.007,1t34UsQ634a233qysq6D6L,64.0
Keith Urban Featuring Carrie Underwood,The Fighter,47.2,5,0,2789909.0,"australian country,contemporary country,country,country road",0.75,0u2FHSq3ln94y5Q57xazwf,184.04,0.19492,11.0,0.482,-5.147,0.0,0.53,2017-08-09,173.74912,132.023,4.0,1.0,5OUSPcqhYTOzpbXzoEvKim,64.0
Keith Urban Featuring Julia Michaels,Coming Home,72.0,7,0,,,,,,,,,,,,2018-08-15,,,,,,
Kelly Clarkson,Love So Soft,65.3076923076923,13,0,4160721.0,"dance pop,neo mellow,pop,pop rock,post-teen pop,r&b,talent show",0.8,3BmGtnKgCSGYIUhmivXKWX,172.42667,0.08698,11.0,0.585,-5.43,1.0,0.552,2017-12-20,167.51456,130.012,4.0,1.0,16QN8cBubEq706vNtPpOME,66.0
Kelsea Ballerini,Legends,85.63636363636364,11,0,,,,,,,,,,,,,,,,,,
Kendrick Lamar,Black Panther,91.0,1,0,11311691.0,"conscious hip hop,hip hop,pop rap,rap,west coast rap",0.91,2YZyLoL8N0Wb9xBt1NhZWg,130.61333,2.04916,1.0,0.107,-9.454,1.0,0.273,2018-02-21,119.11256,90.035,4.0,0.903,5qN4HFkapdAOV94XPryVof,64.0
Kendrick Lamar,DNA.,51.666666666666664,12,0,11311691.0,"conscious hip hop,hip hop,pop rap,rap,west coast rap",0.91,2YZyLoL8N0Wb9xBt1NhZWg,185.94667,0.0,1.0,0.031,-6.664,1.0,0.009,2017-09-13,185.94667,139.913,4.0,0.989,6HZILIRieu8S0iqY8kIKhj,81.0
Kendrick Lamar,Element.,95.75,4,0,11311691.0,"conscious hip hop,hip hop,pop rap,rap,west coast rap",0.91,2YZyLoL8N0Wb9xBt1NhZWg,208.73333,4.16218,4.0,0.451,-4.547,0.0,0.385,2017-08-02,206.47764,189.891,4.0,0.827,1EaKU4dMbesXXd3BrLCtYG,72.0
Kendrick Lamar,Humble.,25.37037037037037,27,5,11311691.0,"conscious hip hop,hip hop,pop rap,rap,west coast rap",0.91,2YZyLoL8N0Wb9xBt1NhZWg,177.0,0.0,1.0,0.568,-6.638,0.0,0.359,2017-12-27,173.05832,150.011,4.0,1.0,7KXjTSCq5nL1LoYtL7XAwS,84.0
Kendrick Lamar & SZA,All The Stars,29.61904761904762,21,2,,,,,,,,,,,,,,,,,,
Kendrick Lamar & Travis Scott,Big Shot,77.0,2,0,,,,,,,,,,,,,,,,,,
Kendrick Lamar Featuring Rihanna,Loyalty.,49.0,18,0,,,,,,,,,,,,2017-10-25,,,,,,
Kendrick Lamar Featuring Zacari,Love.,42.16129032258065,31,0,11311691.0,"conscious hip hop,hip hop,pop rap,rap,west coast rap",0.91,2YZyLoL8N0Wb9xBt1NhZWg,213.4,0.11524,10.0,0.31,-7.343,1.0,0.384,2018-04-04,203.69705,126.058,4.0,1.0,6PGoSes0D9eUDeeAafB2As,80.0
Kenny Chesney,All The Pretty Girls,77.14285714285714,14,0,2184816.0,"contemporary country,country,country road",0.75,3grHWM9bx2E9vwJCdlRv9O,212.89333,0.17406,6.0,0.819,-3.736,1.0,0.733,2017-11-15,198.06621,120.996,4.0,0.983,66pxmg3Jhjm09tHoWR1wVR,67.0
Kenny Chesney,Get Along,53.76190476190476,21,0,2184816.0,"contemporary country,country,country road",0.75,3grHWM9bx2E9vwJCdlRv9O,199.62667,0.20921,7.0,0.696,-6.079,1.0,0.682,2018-09-05,182.4624,92.401,4.0,1.0,2ZFrEp20VO25BXYhMxh0GW,69.0
Kesha,Learn To Let Go,97.0,1,0,4079469.0,"dance pop,electropop,pop,pop rap,post-teen pop",0.79,6LqNN22kT3074XbTVUrhzX,217.54667,2.69351,5.0,0.426,-2.951,1.0,0.342,2017-08-16,211.03456,168.104,4.0,1.0,1g1TeDflB6atAy7HKwrzXu,60.0
Kesha,Praying,28.476190476190474,21,0,4079470.0,"dance pop,electropop,pop,pop rap,post-teen pop",0.79,6LqNN22kT3074XbTVUrhzX,230.26667,0.24376,10.0,0.457,-7.202,1.0,0.657,2017-12-13,220.21224,73.433,4.0,0.996,0jdny0dhgjUwoIp5GkqEaA,74.0
Kesha Featuring The Dap-Kings Horns,Woman,96.0,1,0,4079469.0,"dance pop,electropop,pop,pop rap,post-teen pop",0.79,6LqNN22kT3074XbTVUrhzX,196.36,0.238,5.0,0.24,-3.586,0.0,0.358,2017-08-02,187.68109,114.991,4.0,0.97,1kJtfldK9F7XmsSiSNlbth,65.0
Kevin Gates,Change Lanes,68.0,1,0,2026281.0,"hip hop,pop rap,rap,southern hip hop,trap music",0.82,1gPhS1zisyXr5dHTYZyiMe,205.86127,0.0,2.0,0.0,-5.337,1.0,0.296,2018-05-30,191.38467,130.195,4.0,1.0,59XHPyb0MTMElZpkG0Wp69,66.0
Kevin Gates,Let It Sing,82.0,1,0,2026281.0,"hip hop,pop rap,rap,southern hip hop,trap music",0.82,1gPhS1zisyXr5dHTYZyiMe,195.4556,0.0,5.0,0.0,-5.498,0.0,0.205,2018-05-30,190.2585,144.964,4.0,1.0,090R9OdFMbQQksvwuXmNEY,60.0
Khalid,Better,57.5,10,0,3987261.0,"indie r&b,pop",0.96,6LuN9FCkKOj5PcnpouEgny,229.32,0.0,0.0,0.792,-10.278,0.0,0.768,2018-11-28,215.2722,97.949,4.0,0.984,6zeeWid2sgw4lap2jV61PZ,86.0
Khalid,Location,31.238095238095237,21,0,3987245.0,"indie r&b,pop",0.96,6LuN9FCkKOj5PcnpouEgny,219.08,0.0,1.0,0.439,-11.462,0.0,0.721,2017-11-15,208.02757,80.126,4.0,0.989,152lZdxL1OR0ZMW6KquMif,83.0
Khalid,Saturday Nights,83.0,1,0,,,,,,,,,,,,2018-10-31,,,,,,
Khalid,Vertigo,89.0,1,0,,,,,,,,,,,,2018-10-31,,,,,,
Khalid,Young Dumb & Broke,35.371428571428574,35,0,3987254.0,"indie r&b,pop",0.96,6LuN9FCkKOj5PcnpouEgny,202.54667,0.0,1.0,0.507,-6.351,1.0,0.503,2018-03-28,186.78132,136.949,4.0,1.0,5Z3GHaZ6ec9bsiI5BenrbY,84.0
Khalid & Normani,Love Lies,31.675,40,1,,,,,,,,,,,,,,,,,,
Khalid & Swae Lee,The Ways,73.66666666666667,3,0,,,,,,,,,,,,,,,,,,
Khalid Featuring Empress Of,Suncity,88.0,1,0,,,,,,,,,,,,2018-10-31,,,,,,
"Khalid, Ty Dolla $ign & 6LACK",OTW,83.88888888888889,18,0,,,,,,,,,,,,,,,,,,
Kip Moore,Last Shot,92.5,2,0,596369.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.68,2hJPr4lk7Q8SSvCVBl9fWM,228.48,0.08676,4.0,0.479,-4.403,1.0,0.478,2018-11-28,212.18395,148.037,4.0,0.876,6viHvc13l9A6Ua6xugpeX6,68.0
Kip Moore,More Girls Like You,85.16666666666667,12,0,596369.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.68,2hJPr4lk7Q8SSvCVBl9fWM,154.70667,5.97333,2.0,0.759,-5.522,1.0,0.906,2017-11-15,147.2029,75.01,4.0,0.657,73WWkaWkIRSP3MYGZ14aY4,64.0
Kodak Black,First Day Out,61.0,1,0,,,,,,,,,,,,,,,,,,
Kodak Black,"If I'm Lyin, I'm Flyin",76.33333333333333,3,0,3896105.0,"pop,pop rap,rap,trap music",0.91,46SHBwWsqBkxI7EeeBEQG7,130.92902,0.0,11.0,0.547,-5.558,0.0,0.514,2018-10-24,124.67374,176.108,4.0,1.0,2uMTscYuCT3BZ0OCzH3MwN,77.0
Kodak Black,Patty Cake,85.0,3,0,3896105.0,"pop,pop rap,rap,trap music",0.91,46SHBwWsqBkxI7EeeBEQG7,198.10957,0.0,1.0,0.668,-6.464,0.0,0.562,2017-09-06,180.33778,152.094,4.0,1.0,0bXFIF7iL17TYLyx8JHziM,70.0
Kodak Black,Take One,81.0,1,0,3896105.0,"pop,pop rap,rap,trap music",0.91,46SHBwWsqBkxI7EeeBEQG7,165.51723,0.0,1.0,0.658,-7.308,1.0,0.429,2018-11-28,155.8117,174.027,4.0,1.0,6fI3tBVND8zUXZi9rr2Yps,79.0
Kodak Black,Transportin',69.8125,16,0,3896105.0,"pop,pop rap,rap,trap music",0.91,46SHBwWsqBkxI7EeeBEQG7,169.34494,0.0,10.0,0.279,-4.86,0.0,0.331,2017-12-20,162.46422,94.053,4.0,1.0,1WIZiOuNO3woKfdlSK2gNn,74.0
Kodak Black,Tunnel Vision,47.5,4,0,,,,,,,,,,,,2017-07-19,,,,,,
Kodak Black Featuring Lil Wayne,Codeine Dreaming,73.07692307692308,13,0,3896105.0,"pop,pop rap,rap,trap music",0.91,46SHBwWsqBkxI7EeeBEQG7,264.53161,0.0,1.0,0.686,-7.357,0.0,0.683,2018-03-07,259.3785,155.007,4.0,1.0,4DTpngLjoHj5gFxEZFeD3J,77.0
Kodak Black Featuring Travis Scott & Offset,ZEZE,6.833333333333333,6,5,,,,,,,,,,,,,,,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,52.32,25,0,3896105.0,"pop,pop rap,rap,trap music",0.91,46SHBwWsqBkxI7EeeBEQG7,213.13206,0.0,10.0,0.446,-6.807,0.0,0.509,2018-02-21,203.90603,140.053,4.0,1.0,40oKW22ZNNkEdZLJTScaQI,82.0
Kris Wu,Like That,73.0,1,0,269038.0,chinese hip hop,0.68,2lbUjuMzHkT4qIECvk2f3L,228.66181,0.0,1.0,0.321,-10.562,0.0,0.441,2018-05-30,218.2966,110.059,4.0,1.0,4caEPudXQ1xDd1garjHPFv,56.0
Kygo & Imagine Dragons,Born To Be Yours,84.0,2,0,,,,,,,,,,,,,,,,,,
Kygo Featuring Miguel,Remind Me To Forget,76.45454545454545,11,0,,,,,,,,,,,,2018-10-03,,,,,,
Kygo x Selena Gomez,It Ain't Me,25.916666666666668,12,0,3970932.0,"edm,pop,tropical house",0.88,23fqKkggKUBHNkbKtXEls4,220.78077,0.19111,0.0,0.604,-6.596,1.0,0.638,2017-09-13,213.11855,99.968,4.0,1.0,12GEpg2XOPyqk03JZEZnJs,70.0
LANCO,Greatest Love Story,59.5,20,0,,,,,,,,,,,,2018-01-31,,,,,,
"Labrinth, Sia & Diplo Present... LSD",Thunderclouds,81.0,5,0,,,,,,,,,,,,,,,,,,
Lady Antebellum,You Look Good,68.54545454545455,11,0,2251205.0,"contemporary country,country,country dawn,country road,neo mellow",0.71,32WkQRZEVKSzVAAYqukAEA,181.0,0.22617,0.0,0.778,-4.635,1.0,0.552,2017-09-06,176.16399,152.043,4.0,1.0,1dFLowBW25EaL2OC7eKEa2,60.0
Lady Gaga,Always Remember Us This Way,64.66666666666667,6,0,6057322.0,"dance pop,pop",0.92,1HY2Jd0NmPuamShAr6KMms,210.2,0.0,0.0,0.451,-5.972,1.0,0.62,2018-11-21,210.2,129.976,4.0,0.894,2rbDhOo9Fh61Bbu23T2qCk,86.0
Lady Gaga,I'll Never Love Again,68.5,6,0,,,,,,,,,,,,2018-11-21,,,,,,
Lady Gaga,Is That Alright?,63.0,1,0,6057321.0,"dance pop,pop",0.92,1HY2Jd0NmPuamShAr6KMms,191.28,0.51283,6.0,0.485,-7.757,1.0,0.597,2018-10-17,181.8819,102.727,4.0,0.937,378u8gf9qpJ4ZhxHEvrodl,75.0
Lady Gaga,The Cure,62.0,6,0,6057319.0,"dance pop,pop",0.92,1HY2Jd0NmPuamShAr6KMms,211.36395,0.08127,8.0,0.348,-4.863,1.0,0.501,2017-08-02,200.66685,100.002,4.0,1.0,34oB5r0lcN3fYWCs2uA1k5,74.0
Lady Gaga & Bradley Cooper,Shallow,18.375,8,1,,,,,,,,,,,,,,,,,,
Lauren Daigle,You Say,66.47368421052632,19,0,602365.0,christian music,0.78,40LHVA5BTQp9RxHOQ9JPYj,274.69333,2.22331,5.0,0.18,-6.381,1.0,0.423,2018-11-28,263.98186,147.924,4.0,0.997,3ngc7rGlfeFaskU90EWl4R,81.0
Lauv,I Like Me Better,53.46341463414634,41,0,781623.0,"dance pop,electropop,pop,post-teen pop",0.85,5JZ7CnR6gTvEMKX4g70Amv,197.43664,0.18005,9.0,0.553,-7.621,1.0,0.631,2018-11-28,194.27556,91.97,4.0,1.0,1wjzFQodRWrPcQ0AnYnvQ9,85.0
Liam Payne,Bedroom Floor,98.0,1,0,2498173.0,"dance pop,edm,pop,post-teen pop,tropical house",0.8,5pUo3fmmHT8bhCyHE52hA6,188.34617,0.3537,1.0,0.448,-7.104,1.0,0.595,2017-11-08,182.85134,119.946,4.0,0.957,1OG4nxGMy72EklX2DwcN3Z,71.0
Liam Payne & Rita Ora,For You (Fifty Shades Freed),83.33333333333333,3,0,,,,,,,,,,,,,,,,,,
Liam Payne Featuring Quavo,Strip That Down,22.68,25,0,2498173.0,"dance pop,edm,pop,post-teen pop,tropical house",0.8,5pUo3fmmHT8bhCyHE52hA6,204.50236,0.34236,6.0,0.421,-5.484,1.0,0.47,2017-12-13,199.25624,106.023,4.0,1.0,4Ro98RCK90oHqqSZUnTFq5,80.0
Lil Baby,Close Friends,46.42857142857143,7,0,1018866.0,"rap,trap music",0.91,5f7VJjfbwm532GiveGC0ZK,203.88104,0.0,10.0,0.433,-5.077,0.0,0.543,2018-11-28,181.53361,158.953,4.0,1.0,5nzhL67GpF9szXWg5y509A,81.0
Lil Baby,Deep End,97.0,1,0,1018852.0,"rap,trap music",0.91,5f7VJjfbwm532GiveGC0ZK,174.6615,0.08159,11.0,0.536,-8.118,1.0,0.614,2018-10-17,174.6615,150.18,4.0,1.0,16QjPRt5HYK0dnLGmGRCvf,70.0
Lil Baby,My Dawg,86.5,6,0,,,,,,,,,,,,2018-01-31,,,,,,
Lil Baby,Southside,79.0,1,0,1018852.0,"rap,trap music",0.91,5f7VJjfbwm532GiveGC0ZK,173.43728,0.11837,8.0,0.329,-4.902,0.0,0.365,2018-05-30,167.53197,77.555,4.0,0.972,5lf3ajySox32qFvGEf2TFM,69.0
Lil Baby & Drake,Yes Indeed,20.535714285714285,28,2,,,,,,,,,,,,,,,,,,
Lil Baby & Gunna,Belly,80.0,1,0,,,,,,,,,,,,,,,,,,
Lil Baby & Gunna,Business Is Business,61.0,1,0,,,,,,,,,,,,,,,,,,
Lil Baby & Gunna,Drip Too Hard,13.5,10,5,,,,,,,,,,,,,,,,,,
Lil Baby & Gunna,I Am,98.0,1,0,,,,,,,,,,,,,,,,,,
Lil Baby & Gunna Featuring Drake,Never Recover,52.57142857142857,7,0,,,,,,,,,,,,,,,,,,
Lil Baby & Gunna Featuring Lil Durk & NAV,Off White VLONE,54.0,1,0,,,,,,,,,,,,,,,,,,
Lil Baby Featuring Gunna & Lil Uzi Vert,Life Goes On,85.0,6,0,,,,,,,,,,,,,,,,,,
Lil Dicky Featuring Chris Brown,Freaky Friday,33.9,20,5,1018276.0,"hip hop,pop rap,rap",0.75,1tqhsYv8yBBdwANFNzHtcr,216.63156,0.24381,8.0,0.0,-5.042,1.0,0.33,2018-08-08,209.83293,133.123,4.0,0.83,10Igtw8bSDyyFs7KIsKngZ,82.0
Lil Mosey,Kamikaze,97.0,1,0,,,,,,,,,,,,2018-11-07,,,,,,
Lil Mosey,Noticed,90.11111111111111,9,0,244485.0,"rap,rap conscient,trap music,vapor trap",0.81,5zctI4wO9XSKS8XwcnqEHk,165.0,0.0,11.0,0.068,-7.622,1.0,0.397,2018-11-28,154.36045,79.992,4.0,0.777,6JQvHMSaR8flFsN53ypOfP,86.0
Lil Peep,Awful Things,79.0,1,0,1655444.0,"emo rap,lgbtq+ hip hop",0.9,2kCcBybjl3SAtIcwdWpUe3,214.42667,0.22617,1.0,0.512,-4.923,0.0,0.451,2017-12-06,202.81469,170.033,4.0,0.982,7Hr2XoaGpIMKbNXCZDZ3le,77.0
Lil Peep & XXXTENTACION,Falling Down,58.0,10,0,,,,,,,,,,,,,,,,,,
Lil Pump,Drug Addicts,83.0,1,0,,,,,,,,,,,,2018-07-18,,,,,,
Lil Pump,Esskeetit,59.0,12,0,,,,,,,,,,,,2018-07-11,,,,,,
Lil Pump,Gucci Gang,24.608695652173914,23,8,4642620.0,"emo rap,trap music",0.9,3wyVrVrFCkukjdVIdirGVY,124.05551,0.0,5.0,0.0,-6.71,1.0,0.185,2018-02-28,119.80336,119.889,4.0,1.0,43ZyHQITOjhciSUUNPVRHc,78.0
Lil Skies,Lust,91.5,4,0,,,,,,,,,,,,2018-06-13,,,,,,
Lil Skies Featuring Landon Cube,Nowadays,70.0,13,0,1771963.0,"rap,trap music",0.85,7d3WFRME3vBY2cgoP38RDo,203.90771,0.07075,6.0,0.421,-6.987,0.0,0.497,2018-04-11,196.23184,79.993,4.0,0.996,689uBlyIufk2LUhAwjny4w,78.0
Lil Skies Featuring Landon Cube,Red Roses,83.2,20,0,1771963.0,"rap,trap music",0.85,7d3WFRME3vBY2cgoP38RDo,262.5444,0.16807,0.0,0.694,-7.335,1.0,0.699,2018-05-30,256.53406,140.002,4.0,0.993,3ZhTT6yjZwpPph5MIJ53XY,80.0
Lil Skies Featuring Yung Pinch,I Know You,87.0,3,0,1771963.0,"rap,trap music",0.85,7d3WFRME3vBY2cgoP38RDo,211.2,0.0,10.0,0.062,-6.384,1.0,0.161,2018-07-04,197.39283,74.896,4.0,1.0,5Cg98kiDYtCEHmjcKD0CJD,75.0
Lil Uzi Vert,444+222,79.66666666666667,3,0,,,,,,,,,,,,2017-09-27,,,,,,
Lil Uzi Vert,Dark Queen,91.5,2,0,,,,,,,,,,,,2017-09-20,,,,,,
Lil Uzi Vert,For Real,82.0,1,0,5306538.0,"rap,trap music",0.89,4O15NlyKLIASxsJ0PrXPfz,177.04848,0.0,4.0,0.34,-7.481,1.0,0.414,2017-09-13,161.93016,132.066,4.0,1.0,3tcoEYOZUHKB3RKNByIN13,60.0
Lil Uzi Vert,New Patek,62.57142857142857,7,0,,,,,,,,,,,,2018-11-07,,,,,,
Lil Uzi Vert,No Sleep Leak,90.0,1,0,5306538.0,"rap,trap music",0.89,4O15NlyKLIASxsJ0PrXPfz,189.22989,0.0,8.0,0.353,-7.211,1.0,0.431,2017-09-13,182.35211,136.045,4.0,1.0,0QV16pno66L6K3fn4W13b7,60.0
Lil Uzi Vert,Sauce It Up,78.66666666666667,15,0,5306538.0,"rap,trap music",0.89,4O15NlyKLIASxsJ0PrXPfz,207.0385,0.0,6.0,0.351,-6.305,0.0,0.447,2017-12-20,204.08018,79.532,4.0,1.0,1uL78kFWxhz3umTMWJu8n5,74.0
Lil Uzi Vert,Two,80.0,1,0,1018852.0,"rap,trap music",0.91,5f7VJjfbwm532GiveGC0ZK,275.84857,0.0,2.0,0.537,-6.809,1.0,0.508,2017-09-13,262.55383,83.176,4.0,0.931,3xibgHbKeEgSSAXR5z3cwt,0.0
Lil Uzi Vert,X,87.0,2,0,,,,,,,,,,,,,,,,,,
Lil Uzi Vert,XO TOUR Llif3,24.52173913043478,23,0,5306538.0,"rap,trap music",0.89,4O15NlyKLIASxsJ0PrXPfz,182.70676,0.0,11.0,0.632,-6.366,0.0,0.587,2017-11-29,175.67057,155.096,4.0,1.0,7GX5flRQZVHRAGd6B4TmDO,86.0
Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,44.09090909090909,22,0,,,,,,,,,,,,2018-02-07,,,,,,
Lil Uzi Vert Featuring Pharrell Williams,Neon Guts,86.5,2,0,,,,,,,,,,,,2017-09-20,,,,,,
Lil Uzi Vert Featuring The Weeknd,UnFazed,84.0,1,0,5306538.0,"rap,trap music",0.89,4O15NlyKLIASxsJ0PrXPfz,190.35515,0.0,4.0,0.699,-3.606,0.0,0.45,2017-09-13,180.58739,126.684,4.0,1.0,5O8x1YlmLQopQHErxtDfi9,64.0
Lil Wayne,Can't Be Broken,54.0,2,0,,,,,,,,,,,,2018-10-17,,,,,,
Lil Wayne,Dedicate,46.0,2,0,6903781.0,"hip hop,pop rap,rap,trap music",0.92,55Aa2cqylxrFIXC767Z865,189.90857,0.11002,2.0,0.544,-6.162,1.0,0.516,2018-10-17,186.09052,117.975,4.0,1.0,0Y7di9ZCmB6Elad5WISaPc,78.0
Lil Wayne,Demon,81.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Hittas,59.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Let It All Work Out,75.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Mess,74.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Open Letter,47.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Open Safe,62.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Perfect Strangers,86.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Problems,57.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Took His Time,65.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne,Uproar,30.75,8,1,6903781.0,"hip hop,pop rap,rap,trap music",0.92,55Aa2cqylxrFIXC767Z865,194.18417,0.0,1.0,0.0,-2.188,1.0,0.062,2018-11-28,194.18417,99.075,4.0,1.0,3wScL5W8H40zzCKN0atfBk,83.0
Lil Wayne,Used 2,78.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne Featuring Ashanti & Mack Maine,Start This S**t Off Right,76.0,1,0,,,,,,,,,,,,,,,,,,
Lil Wayne Featuring Kendrick Lamar,Mona Lisa,56.5,8,1,6903781.0,"hip hop,pop rap,rap,trap music",0.92,55Aa2cqylxrFIXC767Z865,324.18912,0.0,2.0,0.617,-4.393,1.0,0.575,2018-11-28,317.19619,122.078,4.0,1.0,0dbTQYW3Ad1FTzIA9t90E8,85.0
Lil Wayne Featuring Nicki Minaj,Dark Side Of The Moon,26.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne Featuring Nivea,Dope New Gospel,90.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne Featuring Reginae Carter,Famous,36.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne Featuring Snoop Dogg,Dope N****z,39.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne Featuring Sosamann,What About Me,24.0,1,0,,,,,,,,,,,,2018-10-10,,,,,,
Lil Wayne Featuring Travis Scott,Let It Fly,38.5,2,0,6903781.0,"hip hop,pop rap,rap,trap music",0.92,55Aa2cqylxrFIXC767Z865,186.87247,0.08744,1.0,0.386,-3.321,1.0,0.542,2018-10-17,183.35057,89.0,4.0,1.0,0CBQ0m3mufWH75LTYB3s6h,80.0
Lil Wayne Featuring XXXTENTACION,Don't Cry,52.0,3,1,131380.0,"crunk,deep southern trap,dirty south rap,gangster rap,pop rap,southern hip hop,trap music",0.54,1grI9x4Uzos1Asx8JmRW6T,351.15959,0.0,6.0,0.634,-6.152,1.0,0.451,2018-10-24,351.15961,80.418,4.0,0.951,5sC6HCMrXOgAGcJiMz6jyQ,1.0
Lil Xan,Betrayed,72.57894736842105,19,0,1592726.0,"underground hip hop,vapor trap",0.77,3EXdLajEO02ziZ90P90bSW,187.45333,0.19723,10.0,0.552,-10.358,0.0,0.581,2018-04-04,173.83039,119.958,4.0,1.0,6NWl2m8asvH83xjuXVNsuG,77.0
Lil Yachty Featuring Juice WRLD,Yacht Club,91.0,1,0,,,,,,,,,,,,2018-10-31,,,,,,
