artist,track,mean_rank,occurence,top10_occurence,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track_id,track_pop
Trippie Redd,Taking A Walk,72.66666666666667,3,0,2204553.0,"rap,trap music",0.92,6Xgp2XMz1fhVYe7i6yNAax,121.68,0.42662,0.0,0.689,-6.044,0.0,0.703,2018-09-05,107.95537,81.031,4.0,1.0,4mHgYpuGHu99Mw69E83CP2,80.0
Trippie Redd,Topanga,70.75,4,0,2204556.0,"rap,trap music",0.92,6Xgp2XMz1fhVYe7i6yNAax,215.36431,0.0,4.0,0.193,-8.245,1.0,0.201,2018-11-28,210.64562,105.955,4.0,0.981,5aXgz1oKK8Q9z9xvTmSnrO,85.0
Trippie Redd,Toxic Waste,98.0,1,0,2204554.0,"rap,trap music",0.92,6Xgp2XMz1fhVYe7i6yNAax,173.12902,8.82358,8.0,0.603,-11.404,1.0,0.744,2018-11-21,166.5161,111.974,4.0,1.0,1SxagO9GK0UUeEYLmH8Pln,77.0
Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,61.5,2,0,2204556.0,"rap,trap music",0.92,6Xgp2XMz1fhVYe7i6yNAax,175.95406,0.0,6.0,0.384,-6.067,0.0,0.454,2018-11-28,161.37868,141.991,4.0,0.738,75lcPkAkUsKWHGBlGM476R,83.0
Trippie Redd Featuring Kodie Shane,Negative Energy,89.0,1,0,2204554.0,"rap,trap music",0.92,6Xgp2XMz1fhVYe7i6yNAax,178.28571,0.0,9.0,0.702,-7.442,1.0,0.543,2018-11-21,165.20417,139.868,4.0,0.845,0ZPCxNK4DIrF8KqrN3DxfA,77.0
Trippie Redd Featuring Travis Scott,Dark Knight Dummo,89.33333333333333,6,0,2204553.0,"rap,trap music",0.92,6Xgp2XMz1fhVYe7i6yNAax,256.16268,0.0,8.0,0.608,-2.881,0.0,0.382,2018-04-04,252.9698,121.056,4.0,1.0,3YeJXuRSNS5FYwOsDu44kD,75.0
Troye Sivan,My My My!,80.0,1,0,2728008.0,"dance pop,electropop,pop,post-teen pop,viral pop",0.83,3WGpXCj9YhhfX11TToZcXP,204.72689,0.20313,1.0,0.461,-7.749,1.0,0.491,2018-01-24,197.81079,102.967,4.0,1.0,1YHT1FZv5t3ZFLsVPuy6Rq,74.0
Tyga & Nicki Minaj,Dip,73.75,4,0,,,,,,,,,,,,,,,,,,
Tyga Featuring Offset,Taste,22.307692307692307,26,5,4147721.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.87,5LHRHt1k9lMyONurDHEdrp,232.95914,0.15678,0.0,1.0,-7.442,1.0,0.786,2018-11-28,226.68481,97.994,4.0,1.0,5IaHrVsrferBYDm0bDyABy,91.0
"Tyler, The Creator",OKRA,89.0,1,0,2344940.0,"hip hop,rap,underground hip hop",0.82,4V8LLVI7PbaPR0K2TGSxFF,151.02667,0.18549,1.0,0.415,-9.54,1.0,0.384,2018-04-11,147.30159,136.203,4.0,1.0,74ZovzRxHBvCq5yIwe8boh,70.0
"Tyler, The Creator",Who Dat Boy,87.0,1,0,,,,,,,,,,,,2017-07-19,,,,,,
WALK THE MOON,One Foot,80.0,8,0,1112260.0,"indie pop,indie poptimism,indietronica,modern alternative rock,modern rock,pop rock",0.73,6DIS6PRrLS3wbnZsf7vYic,261.3717,0.24376,0.0,0.534,-4.87,1.0,0.556,2018-02-28,253.88118,100.018,4.0,0.995,3yWsWi2PAo9s6elIhnywIS,65.0
Walker Hayes,You Broke Up With Me,77.72222222222223,18,0,117521.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.64,7sKxqpSqbIzphAKAhrqvlf,197.84,1.02776,0.0,0.517,-7.939,1.0,0.529,2018-03-07,191.47175,120.013,4.0,1.0,6UsoV6X96Rox9mfxoz7SFy,64.0
Weezer,Africa,68.4,15,0,,,,,,,,,,,,2018-10-31,,,,,,
Wham!,Last Christmas,44.0,1,0,560405.0,"dance rock,europop,new romantic,new wave,new wave pop,soft rock",0.76,5lpH0xAS4fVfLkACg9DAuM,262.96,0.17438,2.0,0.294,-12.472,1.0,0.382,2018-01-03,254.80417,107.682,4.0,0.551,2FRnf9qhLbvw8fu4IBXx78,75.0
Wisin Featuring Ozuna,Escapate Conmigo,75.8,20,0,3925810.0,"dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical",0.84,3E6xrwgnVfYCrCs0ePERDz,232.78667,0.1044,11.0,0.265,-3.166,1.0,0.462,2017-11-08,224.98975,91.977,4.0,1.0,1KSqYYJFyfTecXFk9M0prc,79.0
Wiz Khalifa Featuring Lil Skies,Fr Fr,73.0,1,0,,,,,,,,,,,,2018-07-25,,,,,,
Wiz Khalifa Featuring Swae Lee,Hopeless Romantic,93.71428571428571,7,0,,,,,,,,,,,,2018-10-03,,,,,,
Wiz Khalifa Featuring Ty Dolla $ign,Something New,92.0,1,0,7535305.0,"hip hop,pop rap,rap,southern hip hop,trap music",0.88,137W8MRPWKqSmrBGDBFSop,200.77356,0.10281,7.0,0.343,-6.609,0.0,0.402,2017-08-30,188.13388,87.581,4.0,1.0,6u8hSdYZxbK5EczDPRIXXf,65.0
XXXTENTACION,BAD!,27.5,2,0,8358466.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,94.24576,0.0,5.0,0.945,-3.4,0.0,0.804,2018-11-28,91.41116,143.983,4.0,1.0,4CH66Rxcjcj3VBHwmIBj4T,91.0
XXXTENTACION,Carry On,95.0,1,0,8358444.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,129.72,0.0,3.0,0.515,-13.378,0.0,0.439,2017-09-13,123.75655,147.899,4.0,1.0,2yZax79pOrYuyIFVW2cZY2,80.0
XXXTENTACION,Changes,58.25,20,0,8358459.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,121.88689,0.0,11.0,0.118,-10.068,1.0,0.342,2018-09-05,116.7093,64.934,4.0,1.0,7AFASza1mXqntmGtbxXprO,89.0
XXXTENTACION,Depression & Obsession,91.0,1,0,8358444.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,144.73333,0.0,11.0,0.446,-10.7,0.0,0.576,2017-09-13,136.1444,105.95,4.0,1.0,2H3wWrnO758y0fPH7Ilerg,78.0
XXXTENTACION,Everybody Dies In Their Nightmares,68.28571428571429,7,0,,,,,,,,,,,,2018-07-11,,,,,,
XXXTENTACION,Going Down!,95.0,1,0,8358451.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,115.19438,0.0,1.0,0.45,-4.086,1.0,0.355,2018-03-28,111.92599,135.499,4.0,1.0,7CkbRn6S0itJqcqn88AtSV,76.0
XXXTENTACION,Hope,75.0,2,0,8358455.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,110.88649,3.65134,9.0,0.267,-6.081,0.0,0.397,2018-07-04,107.53741,146.04,4.0,0.969,2ZRo7axmMPeSVUvDbGkJah,84.0
XXXTENTACION,Jocelyn Flores,61.65,20,0,,,,,,,,,,,,2018-07-18,,,,,,
XXXTENTACION,Look At Me!,57.0,2,0,,,,,,,,,,,,2017-07-05,,,,,,
XXXTENTACION,Moonlight,55.95,20,0,8358459.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,135.09039,0.0,9.0,0.425,-5.723,0.0,0.5,2018-09-05,123.43147,128.009,4.0,1.0,0JP9xo3adEtGSdUEISiszL,92.0
XXXTENTACION,Numb,81.33333333333333,3,0,8358455.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,186.26798,0.0,11.0,0.336,-8.024,0.0,0.532,2018-07-04,180.07655,159.91,4.0,0.642,01TnVDiet1DFTsyWKUKovl,81.0
XXXTENTACION,Revenge,86.5,2,0,,,,,,,,,,,,2017-09-20,,,,,,
XXXTENTACION,Sad!,28.894736842105264,38,4,8358467.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,166.60553,0.0,8.0,0.374,-4.88,1.0,0.419,2018-11-28,155.38794,75.023,4.0,1.0,3ee8Jmje8o58CHK66QrVC2,93.0
XXXTENTACION,Save Me,94.0,1,0,8358444.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,163.20195,3.76163,9.0,0.421,-11.314,0.0,0.544,2017-09-13,147.319,142.141,4.0,1.0,2UwbhMie1EAYuTZ0QXeMwl,76.0
XXXTENTACION,The Remedy For A Broken Heart (Why Am I So In Love),75.0,5,0,,,,,,,,,,,,2018-07-11,,,,,,
XXXTENTACION Featuring Joey Bada$$,Infinity (888),83.0,1,0,8358451.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,176.59093,2.17687,10.0,0.432,-6.788,0.0,0.568,2018-03-28,162.3307,84.143,4.0,0.933,7J2gyNghNTzl4EsLhXp01Q,75.0
XXXTENTACION Featuring Trippie Redd,F**k Love,70.6,20,0,,,,,,,,,,,,2018-07-04,,,,,,
XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,48.25,4,0,,,,,,,,,,,,,,,,,,
YBN Nahmir,Rubbin Off The Paint,70.5,16,0,1235027.0,"rap,trap music,vapor trap",0.78,3gGUMEwIX6XodWsYEvKSal,157.50485,0.0,1.0,0.637,-8.709,1.0,0.355,2018-04-04,157.50485,108.031,5.0,1.0,1QRJb5VY3sIkCKcTuIKCrk,73.0
YFN Lucci Featuring PnB Rock,Everyday We Lit,36.90909090909091,11,0,958483.0,"pop rap,rap,southern hip hop,trap music",0.7,5Berubt6ysOy2LCMyqhmXP,197.17098,0.0,7.0,0.449,-4.701,1.0,0.526,2017-09-06,179.86757,155.955,4.0,0.97,4PzovBqgnSHKd8opsP7IVM,69.0
"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,39.291666666666664,24,0,,,,,,,,,,,,,,,,,,
YG Featuring A$AP Rocky,Handgun,98.5,2,0,,,,,,,,,,,,2018-08-15,,,,,,
Yella Beezy,That's On Me,76.3529411764706,17,0,,,,,,,,,,,,2018-11-28,,,,,,
Yo Gotti,Juice,95.8,5,0,2110724.0,"dirty south rap,gangster rap,hip hop,memphis hip hop,pop,pop rap,rap,southern hip hop,trap music",0.77,6Ha4aES39QiVjR0L2lwuwq,149.24186,0.0,2.0,0.395,-5.853,1.0,0.474,2018-01-17,149.24185,162.038,4.0,1.0,1psC5iHzQxaTMZ5dWGfM6I,62.0
Yo Gotti Featuring Nicki Minaj,Rake It Up,24.545454545454547,22,2,2110724.0,"dirty south rap,gangster rap,hip hop,memphis hip hop,pop,pop rap,rap,southern hip hop,trap music",0.77,6Ha4aES39QiVjR0L2lwuwq,276.33333,0.0,1.0,0.663,-8.126,0.0,0.566,2017-12-13,269.56045,149.953,4.0,1.0,4knL4iPxPOZjQzTUlELGSY,74.0
Young Thug Featuring Future,Relationship,82.85714285714286,14,0,3512835.0,"gangster rap,hip hop,pop,pop rap,rap,trap music",0.88,50co4Is1HCEo8bhOyUWKpn,215.30667,0.06957,2.0,0.74,-6.336,1.0,0.643,2017-12-06,210.48308,145.992,4.0,1.0,25oOaleife6E2MIKmFkPvg,75.0
Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),85.75,4,0,,,,,,,,,,,,,,,,,,
Young Thug Featuring Nicki Minaj,Anybody,89.0,1,0,,,,,,,,,,,,2018-04-25,,,,,,
YoungBoy Never Broke Again,Diamond Teeth Samurai,79.6,5,0,1767567.0,"rap,trap music",0.85,7wlFDEWiM5OoIAt8RSli8b,162.48848,0.0,10.0,0.366,-5.593,0.0,0.594,2018-05-16,151.38249,177.957,4.0,1.0,1k7KigfkZh2Xb6khqV1a0K,66.0
YoungBoy Never Broke Again,No Smoke,78.11764705882354,17,0,1767567.0,"rap,trap music",0.85,7wlFDEWiM5OoIAt8RSli8b,160.0,0.0,9.0,0.468,-6.097,0.0,0.456,2018-04-11,146.05351,143.966,4.0,0.983,57IRaiAB4hBZu3gnNVZC0v,73.0
YoungBoy Never Broke Again,Outside Today,53.578947368421055,19,0,1767567.0,"rap,trap music",0.85,7wlFDEWiM5OoIAt8RSli8b,129.1054,0.0,11.0,0.645,-5.334,0.0,0.526,2018-05-30,129.10539,134.068,4.0,1.0,3sA7HKGzcKTVscdiTCrWpX,75.0
YoungBoy Never Broke Again,Overdose,66.66666666666667,9,0,,,,7wlFDEWiM5OoIAt8RSli8b,,,,,,,,2018-07-04,,,,,3A1BaBGT3HgzuDrV9pgX9v,67.0
YoungBoy Never Broke Again,Preach,98.0,1,0,1767567.0,"rap,trap music",0.85,7wlFDEWiM5OoIAt8RSli8b,236.07093,0.0,8.0,0.54,-4.771,0.0,0.446,2018-05-16,233.62757,155.049,4.0,0.93,45RbAX2KxbPdNwUgeYA69j,64.0
YoungBoy Never Broke Again,Untouchable,95.5,2,0,,,,,,,,,,,,,,,,,,
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,I Am Who They Say I Am,78.0,2,0,,,,,,,,,,,,,,,,,,
Zac Brown Band,My Old Man,88.0,1,0,,,,,,,,,,,,2017-07-05,,,,,,
Zac Efron & Zendaya,Rewrite The Stars,82.28571428571429,7,0,,,,,,,,,,,,,,,,,,
Zayn,Let Me,73.0,1,0,,,,,,,,,,,,2018-04-25,,,,,,
Zayn Featuring Sia,Dusk Till Dawn,74.0,16,0,6137386.0,"dance pop,electropop,pop,post-teen pop",0.83,5ZsFI1h6hIdQRw2ti0hz81,239.0,0.0,11.0,0.382,-6.593,0.0,0.676,2018-01-10,228.73397,180.043,4.0,0.944,1j4kHkkpqZRBwE0A4CN4Yv,83.0
Zedd & Alessia Cara,Stay,22.6875,16,1,,,,,,,,,,,,,,,,,,
Zedd & Elley Duhe,Happy Now,90.0,1,0,,,,,,,,,,,,,,,,,,
Zedd & Liam Payne,Get Low,91.0,1,0,,,,,,,,,,,,,,,,,,
"Zedd, Maren Morris & Grey",The Middle,18.475,40,14,,,,,,,,,,,,,,,,,,
blackbear,Do Re Mi,49.0,18,0,1683710.0,"pop,rap",0.82,2cFrymmkijnjDg9SS92EPM,212.02703,0.13333,8.0,0.502,-6.256,1.0,0.371,2017-12-13,197.50893,110.977,3.0,0.367,3Q3myFA7q4Op95DOpHplaY,78.0
lovelytheband,Broken,47.578947368421055,19,0,79873.0,"indie poptimism,modern alternative rock,modern rock",0.7,4KJ6jujcNPzOyhdNoiNftp,204.87805,0.0,7.0,0.581,-5.808,1.0,0.648,2018-11-28,200.24889,122.996,4.0,1.0,6XcfKZvJio9Z0fQy11GnNX,79.0
twenty one pilots,Jumpsuit,69.25,4,0,10657794.0,"pop punk,rock",0.89,3YQKmKGau1PzlVlkL1iodx,238.56,4.82975,11.0,0.1,-8.329,0.0,0.442,2018-10-17,222.38331,127.052,4.0,0.996,1E1uGhNdBe6Dddbgs2KqtZ,78.0
twenty one pilots,My Blood,81.0,1,0,10657794.0,"pop punk,rock",0.89,3YQKmKGau1PzlVlkL1iodx,229.12,0.0,1.0,0.317,-6.609,1.0,0.454,2018-10-17,226.04626,108.999,4.0,1.0,5HeKOKc4phmLn8e4I7EkzD,81.0
twenty one pilots,Nico And The Niners,87.0,2,0,10657796.0,"pop punk,rock",0.89,3YQKmKGau1PzlVlkL1iodx,225.04,0.25533,9.0,0.991,-7.748,0.0,0.768,2018-10-17,220.3922,140.081,4.0,1.0,5SehvGGC53A7SZKCLXQcyt,78.0
